PDB,SP_PRIMARY,CHAIN
1AW2,P50921,K
2G7U,Q0SE57,D
6J3H,M2QJS8,D
6NHS,Q8YU74,A
6DLI,Q5SHT7,C
7MCM,A0QXQ8,A
2RG7,O70018,D
4U82,P60477,A
7EQD,Q7M149,H
4Q5T,I6L927,A
5YSS,A0A0D7LY80,D
4NZ9,A0A0H2XIJ1,B
1GEG,Q48436,G
4HH4,E9JES0,C
3WD6,A8R5V3,D
8X6G,A0A390QYZ6,H
4D41,A0A0J9X1X7,D
1DXE,P23522,B
7VKE,P28907,A
6YUR,Q2FZQ3,D
8YGL,A0A2T4J4Z7,H
1WVC,Q8Z5I4,A
8YTV,A0A1H3QT72,B
2BS4,P17413,C
5CSM,P32178,A
7LVZ,Q6PDY2,D
5XYI,A2EFE7,A
5XXU,B9PVR5,G
1AHI,P0AET8,B
1PC8,Q6ITZ3,B
5XYI,A2FC75,E
3JS3,Q186A6,C
8BED,O22769,E
4L0C,F8G0M2,E
4ZG5,B2S5B9,A
1EYS,Q93RD8,H
1YDF,A0A0H2UQJ9,A
3KOG,A6L7K2,A
1FYU,P16404,A
4DQX,Q8KL31,C
7SKJ,A0A328DYS8,D
1QKN,Q62986,A
2A1T,P38117,S
1SLM,P08254,A
8BMV,Q88R14,A
6VJ6,Q81CB1,B
3TPC,Q92YS1,H
6UVZ,B7GNK8,C
2DKN,Q59718,B
1H7L,P39621,A
4MUQ,Q9KHL8,A
3L6H,Q7DAU8,A
7LHU,P9WIK3,B
3QW3,A4HWV2,A
2QOJ,P03880,Z
6TAF,Q6MQY8,A
2W6R,Q9X0C6,A
4ILO,A0A0H3MH91,A
4HI0,Q09065,C
5YI6,Q57820,C
4WAV,G0LFX8,B
6V33,A0A0N8R1B2,B
1RZ2,A0A6L8PZR0,A
3HVE,Q9H2C0,B
1B2L,P10807,A
7SBB,Q6ZEI5,H
8I7J,Q6CN12,A
1HDC,P19992,A
8BM3,P0A924,D
3RHY,Q9I4E3,B
5CZ9,P40303,C
2FLR,P08709,H
7TD6,P04925,B
6KBR,Q9Y5K2,A
6Y6E,B7Z0E2,A
3DS8,Q927R6,A
9F80,P9WPH5,A
1B74,P56868,A
6JZU,Q8KPT4,B
6UX3,A0A0H3CM71,A
8VRW,P01903,G
1VDW,O59523,B
8B64,P19056,H
1GGP,Q7SIF1,B
4ZS8,Q9K492,A
1E12,P0DMH7,A
1G7Y,P19588,C
3POL,A3M4Z0,A
6LE3,A0A1H3NGY9,E
6L07,P0A8K1,H
8Y9P,A0A6G7MAL8,A
4G9O,P66881,B
1BJQ,P05045,H
3LUB,Q5LE76,E
7L0A,Q2FUY3,B
6QP0,G0SHI1,A
1QQ7,Q60099,B
2J5G,Q8YNV6,J
6WQX,Q96S44,D
7DJS,A0A554HE32,D
3U62,Q9WYI1,A
1SBD,P05046,A
1PYT,P05805,C
7ZHF,A0A0U2WWJ1,A
4I2V,Q7AZX0,F
3EAP,Q6P4F7,D
7UFG,P24593,C
4MYD,P37355,A
5CFE,P37454,A
4GUG,P58687,B
8WXE,Q6PJ56,m
6NKE,Q97AR4,A
2W1K,A7KT36,A
4LE3,J7K096,C
1TKW,P36438,B
8B0Q,Q9RUN0,A
1BTM,P00943,A
1WZN,O59000,C
5ZQC,Q8Y3M3,A
5LYO,Q9Y5Y6,A
1QXW,P0A078,A
3MX8,P61823,A
6O9S,P0A0B1,A
2L26,P9WIU5,A
1FAT,P05087,C
5ZG5,A0A074Z863,A
7X2P,Q5ZWH7,A
5ZHZ,P9WQ13,A
6QMT,P00746,A
3QSR,A2EGX9,A
8TJG,A0QT90,A
1DK4,Q57573,B
5L68,P21243,U
2Q2A,D0VWX8,D
3ICC,A0A6L7HAY4,A
5THQ,A0A023PKG5,A
3TRR,B1ML12,F
1EFP,P38975,B
6H5C,P24670,A
8J7B,P27521,4
8OIX,A2FT79,C
2DUP,P49256,A
4R9N,Q8Y9I1,A
5FRD,O28735,A
2QED,Q8ZRM2,A
6CW3,Q03330,F
4UI2,Q92859,A
8Q3W,Q45619,J
1H5Y,Q8ZY16,A
4IB2,A7AZY4,A
1SUX,P52270,A
4V02,O67033,A
5Z9Y,P9WG73,A
3C07,Q9KZ96,A
8SBV,A0A0H3FXS4,A
6HT9,P07584,A
1AMK,P48499,A
6W4U,B2FNY1,A
9INK,A0A6N3ISN1,A
3ZD8,Q8X6R9,A
2QPY,P19091,A
3F5Q,A0A0H2V6Y9,A
5MPS,P33411,a
3W9F,A0A1D5PXA5,A
4CBV,Q79CK7,B
3MG8,P23639,A
2CFC,Q56840,C
6S3R,Q48GF5,E
5ZB5,M1JYC8,A
3S04,P00803,A
2YKT,Q9UQB8,A
5ER6,A0A0H3ATY4,B
1TRD,P04789,B
6OOG,Q9GTX8,A
8A3T,P53068,A
6NY9,Q6PE15,B
4X22,Q8F5I5,A
2O3O,Q45612,A
2QV5,A9CHD2,A
3RM3,P82597,A
4WSO,Q2SZT3,B
1OT3,Q9XZT6,A
3UHF,Q9PM24,A
3JTJ,Q8ZGA4,A
1XTP,Q4Q7M2,A
2FBO,Q8I9N0,J
6YS5,D0CD03,d
8DJU,C5WNL8,A
3M19,C7B6Z3,B
6P7F,O95255,A
1AUT,P04070,C
7OBU,A0AAT8XT80,B
2PNZ,Q9V119,A
1IZ4,O73947,A
7TKC,P00854,T
1E58,P62707,A
1F75,O82827,A
8CXB,Q06323,d
6NHU,Q7D0B8,A
8EW8,P38884,A
7E0I,Q93WE0,W
5EYW,K0E682,A
7N5I,C5A5N6,A
5A8K,A0A1C7D1E3,C
4N72,Q8X966,C
7EP4,Q7Z7L7,A
2P7H,Q6D6E7,D
1JK9,P40202,B
7B2H,P11562,C
1VS3,Q5SHU9,A
1ZCH,P94424,A
6FXP,A0A0H3JSV1,A
6T8H,Q9UYX8,C
4Q1K,P40802,B
1APX,P48534,A
3KS5,A9CLR1,A
1JWB,P12282,B
1CI3,P95522,M
6NKG,Q65EQ1,A
7ZYJ,A0A640KXA2,D
3DEE,Q5F5I0,A
5E0K,Q8U094,A
1NLT,P25491,A
2KC0,Q6QCC2,A
2AVN,Q9X1A9,B
1FDR,P28861,A
7L5V,P14489,B
4M8S,A1KRY4,D
2GFH,Q9CPT3,A
5T2K,A0A0K2H9D8,D
1LZO,Q07412,C
5DN6,A1B619,X
7DR7,Q3ZBG0,A
5J3U,A0A0F7V8B2,A
1IGS,Q06121,A
7N1M,Q06778,A
4QED,I6ZQW6,B
7AXN,P31947,A
3NO4,B2J3U5,A
1GIS,P09989,A
6A8O,P26262,A
1URT,P23589,A
2VXH,E2DI02,F
2FWM,P15047,X
8BMW,Q97YA7,G
8C8Q,P21534,B
5O2X,G0R6T8,A
6DET,S3MDF0,A
3EFZ,Q5CSF3,D
6TCZ,A0A3S7WPD8,m
3MNF,Q828L9,A
4QT8,P26927,D
1BRY,P33185,Y
4HP8,A9CEQ9,A
6FKI,P06451,a
1H8Z,Q51400,B
1HQL,Q8W1R6,B
8IMZ,Q8BX65,F
8C4L,A0A220UGT4,B
1H21,P81040,C
4GAK,D2QU30,A
4C3T,E8T502,A
1E6Y,P07964,C
8YAV,A0A1D7ZZ64,A
6SWR,E4TN31,E
1QTF,P09332,A
3BGT,Q7NSA6,C
3CXC,P12735,C
3Q4P,D9J2T9,A
7NVR,O75586,a
1R1D,Q06174,A
8G6F,Q8IDG3,Q
1BQ4,P00950,A
9F9T,A0A2V2VW62,M
7CKO,P35613,B
3K9H,O68233,B
7R1D,Q96GY3,B
4CNE,P0AE01,B
4NTL,Q82Z74,A
3I1J,Q885U1,A
5XNL,A0A2D0TCJ0,R
2C74,Q04917,A
5DYN,Q5LBR6,B
8XLZ,A0A5D0ENI3,A
6UGL,A0A0F0AZW0,B
1B9X,P20942,C
1ULS,Q5SK98,H
6QLE,P38265,L
5G2H,P10372,A
2FGN,P09598,A
5UGV,P9WP23,A
1GQC,P42216,B
1EIX,P08244,A
8AHQ,A4PHM7,A
3T62,P00766,A
4E3Y,P13717,A
1A37,P63103,A
2HCZ,P58738,X
4PA5,P40746,A
9IXQ,Q6QJ55,A
7ZIE,Q59QB8,B
2NLY,Q9KCS7,A
4J3C,Q92RS8,A
1RVE,P04390,A
4RVC,U2YAF6,A
1FG9,P15260,E
3CXM,D0VWU0,A
2FPZ,P20231,C
5IQP,P27348,A
1A0R,P19632,P
8ZGT,P12371,A
6OJA,Q9JPG4,A
1CO7,P00763,E
5A13,A0A0M3KL47,D
3EMK,Q2YMG6,C
3OZB,Q9HZK1,C
3C38,Q9KLK7,A
6Z74,A9CJ36,D
2E69,Q53W92,B
5SV1,P0ABU7,A
2VH2,A1JJJ6,B
3UI2,O22265,A
1EDO,Q93X62,A
3IS6,Q7MWD8,B
1YJE,P22829,A
7VS3,Q62717,A
3RBY,Q05905,A
8OMI,C4M387,A
1CYD,P08074,D
3NQI,A0A380YR22,A
6T6P,W8VGR4,D
2LJR,P0CG30,B
5EVC,Q8ZJZ9,B
6PXY,Q3K7T6,A
1HDR,P09417,A
4BTA,P13674,B
5Y6F,P76010,A
5KXD,A0A1D5B396,D
7PVH,B2RLE7,B
4JEJ,A5FJK8,A
7RED,A0A059ZRB8,A
1DPD,P10802,A
7F3V,P33644,C
1LED,P24146,A
6GS2,A0A0H3JN63,C
4DWX,Q9FRV0,B
4OC6,P07339,B
1GZ0,P63177,A
4IIU,A0A0H2V833,A
5KXE,A0A1D5B395,D
8PPK,P23396,D
8ZGT,P13386,B
1CNS,P23951,B
7PI0,G4WUW1,s
1JLR,Q26998,C
3K2S,P02647,B
3GG7,Q9RZH8,A
3BWK,Q8IIL0,D
8QOD,P13726,C
2EIX,Q1HA49,B
1M5W,P0A794,A
5GWD,A0A0P0DZ84,A
5TGS,O31677,A
4MST,Q949H3,A
1DUE,P09331,A
6OGO,A0A1M2CSI6,C
1DXJ,O81934,A
7ADO,Q9NPA0,G
3LJY,A6LGH7,B
4L0Y,Q03347,A
2Z02,Q58987,A
7BCZ,Q9I4H2,D
6I07,P16422,D
3JD5,Q3T040,G
1UTL,P35031,M
5CRW,P55059,A
1QOT,Q9FVF8,B
3GYU,Q9XZJ5,A
1FX5,P22972,B
5HGZ,Q9H7X0,A
5X0J,Q5JD03,A
6P7O,D7Y2H5,A
2HOQ,O59346,A
2NSF,Q8NLC1,A
3ILK,P44676,B
7PDT,P28700,A
1GV3,Q8Z0M1,B
1NM3,P44758,B
5UEH,P78417,A
1KIG,P00743,H
6MGF,P0A9V1,A
5D9G,O75663,A
6NIE,G8XHD5,D
3NOM,A0A0H3G2U5,B
1H2H,Q9X1X6,A
1BRU,P08419,P
6E14,P31697,C
1DIR,P11348,D
1EOB,P20372,B
6MIT,A0A0H3CR83,D
3WXR,P23724,M
7W13,D2KX85,A
2OTJ,P12736,Y
6KLS,O66458,C
6RMG,U6GSR1,A
5O7N,A0A173FE28,A
2BKJ,Q56691,B
4Y17,Q8XBD0,C
8AJX,P17117,A
1MW7,O24970,A
5MM9,B5KVR9,B
6EPD,P18421,6
4B4A,O67305,A
7KYP,A0A0H2ZNF3,K
3R8Y,Q81MQ2,A
8WB6,P39929,A
4WBQ,A5JQJ3,A
5TV8,O67575,B
7W5A,P14678,b
5CGZ,Q88JX8,A
6XL3,A0A7M4DUE9,B
1VQM,P20276,A
3L60,O06159,A
5B4C,Q9I2V0,A
1GZ9,P83410,A
1DBT,P25971,A
1R6L,P50597,A
1E7P,P17596,H
3RAG,C8WQT1,A
1B5F,Q9XFX3,C
2C9Y,P54819,A
3P19,Q9F172,A
1I4X,P34071,A
1CBF,O87696,A
5WOL,P24703,A
4Q24,Q8GED7,A
1CK1,Q06535,A
6SNS,Q12083,B
1DBN,P93248,B
7DYM,Q9HXA5,B
9FSF,Q9UX94,E
3GP7,P01552,A
8QQO,P42196,A
3PU9,D1C2D8,B
1H9G,P0A8V6,A
2MLH,Q04884,A
1Y89,Q9KL51,A
8YGY,P06870,A
5UFV,G2QAB5,A
2P1G,Q64UP6,A
3BEJ,Q96RI1,A
3U54,O57978,A
1A22,P10912,B
3WYF,P40517,E
4XIW,Q39588,F
1HPB,P02910,P
5B61,P42212,D
3EUK,Q7VL95,L
4RUS,P68512,D
1FAY,Q9SM56,B
6XP5,G0SH09,K
5MLQ,K0F6G5,B
2XHS,P33244,A
7EKQ,A8IL21,B
1E9Y,P14916,A
1CHK,P33665,A
1JI0,Q9X0M3,A
3F67,A6TGL0,A
4OZT,E0VVT4,E
1UNF,Q9M7R2,X
2ODI,Q8RNV8,B
5JLH,P05095,F
1FNY,Q41159,A
6BG8,Q086E4,B
3PHS,Q8E0S8,A
1GVZ,Q6H321,A
6STY,Q9Y3B8,E
3TLQ,P76204,A
1QDC,P55915,B
2Z0J,Q5SID6,A
8H67,A0A068N1Y0,A
2JE7,P81637,A
1VLN,P08902,C
1G3Q,Q8U3I1,A
5XOX,P53215,A
4N1Y,K1QUU5,A
3K6Y,P9WHR9,A
1QVW,Q04432,B
1AO5,P36368,A
5V1B,Q96KS0,A
5Z50,O05926,A
3DU1,Q8YQS9,X
6IGZ,A0A4V8H008,F
9FU0,A0QQQ1,Y
7EN4,P35127,A
1JE0,P50389,A
2PB7,Q96T88,A
1ELT,Q7SIG3,A
5KYA,P28702,B
5A16,A0A0M3KL48,G
6VC3,P02872,A
2FMU,Q9Z2G9,A
4P92,P0A114,A
1DLP,Q9ZP48,E
2DC1,O28440,B
2CBG,Q45563,A
5T7P,P02867,A
3LVC,Q6YGZ0,B
8A0J,G0V1V5,B
4M7W,C7N9Q9,A
2A90,Q23985,A
2D3R,P81517,D
7AH1,A2KBC1,A
1I52,Q46893,A
8RC3,A0A379PNK2,M
4P93,P0A115,A
1EKB,P98072,B
3LC3,P00740,C
7PXI,A0A0S2GKZ1,A
3AXY,Q6ZKC0,C
2VA1,Q9PPX6,A
4AXV,A7N805,A
5IZQ,P15328,A
3H7T,Q6VPT2,B
4JJ0,A0L9W2,A
3BU8,Q15554,B
3TIF,Q58206,A
5TCX,P60033,A
3N00,P20393,A
9CJL,Q9BVK6,K
3U7J,Q2SVL4,A
2V0X,Q61033,A
6C95,P41227,B
1MZV,O77103,A
1VE2,Q53WA2,A
1N7K,Q9Y948,B
8Z11,Q2IA72,S
8EMA,G0YP42,L
1H0M,P33905,C
4KT7,C7RFG6,A
4QZW,P40302,E
5TUO,A0A0M3KL20,F
3S9C,P18965,A
2Y6P,O66914,A
8H3V,Q8YPK3,D
1BXT,Q54971,A
3W9A,A8NRB3,D
7U9C,P67080,A
4MUD,Q97YL0,A
1GGP,Q7SIF0,A
3MUQ,Q87PK2,B
1FX2,Q99279,A
7D0J,A8J264,S
2Z7B,Q988D0,A
1BQY,Q91516,B
8PMR,Q4WL81,A
1PP4,Q00017,A
7YCA,Q3B9U7,X
5XXU,B6KQG9,U
1BMO,P09486,B
1K4I,Q8TG90,A
5VOB,Q6GMX0,L
4QNQ,P53563,D
6SKB,Q92876,B
6PBR,P0AFG6,F
4C2M,P47006,3
5CTM,A8FFI9,A
5FK9,P0A0L2,C
1AK2,P08166,A
6ZZB,Q70CD0,A
5HEK,O24891,D
7OUI,P04778,Y
8H3S,P07477,C
6DY2,H0VCJ6,B
5U0A,Q47PJ5,A
3H7M,Q749I7,A
6DXZ,G1T7U7,B
5Y6L,Q13155,D
7EHA,P0A1I9,B
4I2O,O69245,A
3QPM,H3JQV8,D
6EW3,D1MEN9,A
7D8D,P38340,A
4IG6,Q2GIL5,A
5NSG,Q6MZV7,A
7LBL,Q6PYX1,A
4O8S,Q9ZKK2,A
8AQT,P01865,A
1ZNB,P25910,A
1ES9,Q29460,A
1FX4,Q99280,A
6CB1,P40007,7
3H1R,D0VX33,A
1FNT,Q9U8G2,n
1FVP,P12745,B
6FD9,Q4FQF7,A
8FX1,Q4DGA2,A
4CCS,A0A023GPI5,A
4NAX,A5W1A6,A
7A4P,A0A2P6TPR7,6
1CJB,P20035,D
1EOI,Q9S1A6,C
4X24,A5F5R2,A
4FND,I6Y8B5,A
8RTD,O50335,c
1ATG,Q7SIH2,A
7B0Y,Q66K91,j
5XWL,P00761,A
2PET,P50895,A
7Q71,A0A6B9UN24,A
6Y3Z,Q12517,B
7Z1P,A0A3Q7HTY9,A
5W0D,S6B2A6,B
5VYM,A1A399,B
1U8R,P9WMH1,G
7ZM7,G0S9I6,K
1EKE,Q57599,B
5SYM,O75608,B
1GWC,O04941,C
1IS8,P22288,I
9ES9,P08980,D
6GYH,I0YUS5,A
3VAY,Q88B12,B
9JQ0,B5XS64,A
4E22,B1JRD8,A
1KUT,Q9X0X0,B
4Y8V,B1L7P8,D
1FSG,Q26997,C
7QI1,S7N159,D
6SZ9,Q5ZYR7,E
1FBN,Q58108,A
1DQN,Q24973,B
3EVY,Q5LEB7,A
7O71,F2Z619,I
6UDK,Q6PJF2,L
8TXA,B2HJL5,D
1IBW,P00862,B
1VF2,P26697,A
2OJK,Q9U6Y5,B
1EM2,Q14849,A
4TZF,M1VE66,A
6ELU,Q8T309,J
7AGM,A0R5R2,B
1FY2,P36936,A
1FXW,P68401,F
2F5T,Q7LYW4,X
6MPX,P02462,A
8G6E,W7K1J4,W
5EUG,P12295,A
1AZO,P06722,A
8JJR,A0AA36I3A4,G
7EA5,P46995,K
7EQH,O48782,A
3H7O,Q6VPT6,A
1G61,Q60357,A
5XV5,Q8PYN5,B
3B7G,Q9UHI6,A
9E5G,A0A071ME06,A
6EYU,G0QG75,A
5J4O,P02549,A
1H1Y,Q9SE42,A
1FI8,P18291,B
4X5S,C1DTU5,A
1FLK,Q13114,B
1KEY,Q62348,D
1EYR,P0A0Z8,A
1LI1,P08572,C
5EV8,P52699,B
3LLD,O26232,A
2UYX,P04190,A
1CI0,P38075,A
1JJT,Q79MP6,B
1W77,P69834,A
6AYM,Q0PC20,A
6AW8,A0A452CSQ0,C
5O5L,X8CHM4,A
5UBX,P01867,A
3S18,G1K3S0,A
1G8A,O57811,A
8DFO,Q72WF9,A
7N8E,O33336,B
1PVW,Q60364,B
6ZVQ,Q15796,A
6L1W,Q3UPF5,A
6RO0,P04979,C
3R6S,Q79VI7,D
2AVD,Q86VU5,A
2I6K,Q13907,A
6ZJB,Q9UIJ7,A
2FEM,P0A6I0,A
2ATY,P01868,A
7W6N,Q9NZI2,G
1IAU,P10144,A
7QEJ,P0DV33,A
7TLV,Q5F966,A
4V10,Q62234,A
3FZZ,P08882,B
4NJA,A0A0F7R1P3,H
1EUF,P80219,A
2FL1,Q8T4U4,B
4GMK,Q1WR87,A
1AZZ,P00771,A
1DPR,P0DJL7,A
1A8L,Q51760,A
1GXZ,P20974,B
6ADU,V5TER4,A
2IIU,Q8EAX1,A
8VVO,P19235,I
2R1D,Q63373,I
8KHF,P00846,N
7VF4,A0A1D8PT39,D
1AVB,P19329,A
2O8P,Q5CYG0,A
2C9I,Q9GPI6,E
6RO0,P04978,B
6LOD,A7NJ87,A
7XQ8,P11912,A
2OQR,P9WGL9,A
2PZ9,Q9EWE9,A
8EYZ,P0AEQ3,K
3L7O,Q8DTT9,B
4R9X,A0A6L8Q3J2,B
1DMG,P38516,A
8TMU,P43627,C
2DDD,Q53UG8,B
3ZOR,P39615,A
1FY1,P20160,A
3LWD,Q1QTX1,A
1NNL,P78330,B
3TCV,Q2YIN4,A
5ESV,S6BGE0,H
6QE6,A0A0C3A3T0,B
5DD4,Q8AAV8,A
2VQ2,Q9JZ41,A
8QVN,E1C2J9,K
4P5P,A0Q664,A
3L9C,Q8DUW4,B
4FPP,Q9A2T6,B
3ERV,Q81VC3,A
5J3E,Q9P016,B
9C3D,C6W709,A
1I1A,P20760,D
3L3T,P35030,A
3F6I,P25401,B
1DBS,P13000,A
4R29,Q7DBA6,A
1JSS,Q99JV5,A
3F75,Q6DMN0,A
7VQD,Q8TPS4,A
5B6M,P30041,D
1VD6,Q53W25,A
4D2N,P01861,D
5ZKN,Q8RDN5,A
8WV5,P02741,D
1B6U,P43628,A
8PPR,Q9HBM1,G
2VU8,P35049,E
1IWB,Q59471,E
2NY3,Q6N030,D
4YN0,P12023,B
7WLM,A0A8S0G488,C
1DHK,P02873,B
2BDV,A0A0H3LUS8,A
6VHF,G0S1N3,A
5FOH,Q7S439,A
6VFV,O95206,A
8QCF,P53256,E
4ZBA,A0A0R4I985,A
2DGD,Q974K3,D
1DFM,Q45488,B
1WX0,Q5SJE8,J
2GW3,Q8I6J8,B
1A0J,P35033,D
1YUO,P13051,A
8I6Q,A0A069QBX1,B
2I5Y,Q5EBM2,R
1H0B,O33897,A
3IJ2,P01139,B
1ZGP,Q9U6Y8,C
2UVQ,Q9HA47,A
4PNG,A1ZB72,B
6XFR,A0A0E3ZJD7,B
6EUB,Q9BY76,A
3M33,Q9RX47,B
8A4O,I2G262,D
7PI0,A0A9J4RF17,n
1FT9,P72322,B
5CXK,A0A086SLX8,D
2VCT,P09210,A
6YAW,P08263,A
3INP,Q5NGP6,A
3O16,P39594,A
8ZLD,Q8IJS6,B
8JZK,A0A5N5L538,A
8RC3,A0A379PL53,F
8SKS,P04179,A
3GKU,D0VX24,C
1F3A,P13745,B
1GUM,O15217,B
4CTI,P0AEJ4,D
5X3X,D5AUZ9,m
3WO9,E0D2V6,A
9GQU,P29283,B
7Y5N,P13727,A
2A1W,Q99LC4,I
1JEP,P28012,B
7DDY,A0A2Z4G9P0,D
1BOL,P08056,A
1EQ9,Q7SIG2,B
2ZPR,B3Y8K5,A
1GUK,P24472,A
4JC2,B5BRC3,F
3HJ9,Q472T4,B
4HMT,Q51793,A
1FUJ,P24158,C
1A9C,P0A6T5,N
4EDS,J9PBR8,B
6SBJ,Q8R0F8,A
5WD6,P79125,B
4TYF,H6WZS9,A
3EXR,Q93DA8,D
2J5Z,O75636,C
2WSM,O28903,A
1H99,P39805,A
1CS4,P30803,A
1EV9,P00502,C
7XX5,P16402,U
6IMF,Q8JI39,A
1JR4,P22734,A
7SSJ,O34757,A
2H56,Q9KC25,C
5LSA,P21964,A
3OPN,Q9CH80,A
1CQD,P82474,C
1KEA,P29588,A
1EKJ,P17067,D
5M9N,Q9BXT4,B
4UTT,Q8XNZ3,C
1AB8,P26769,B
2ACT,P00785,A
4AB5,Q9JXG8,B
7E1B,Q87HP4,D
7ZJJ,C7BCS7,A
7ZJQ,Q99594,A
2FLI,Q9A1H8,D
7XG2,A0AAB0B1V2,B
3OK8,Q80Y61,A
7WFF,Q9SGH4,h
8IWH,B8BUU4,3
1DVR,P07170,B
2ZG6,Q96X90,A
7L4A,Q8SS83,A
2H8R,P35680,A
4O6J,Q9HJU1,A
2AFR,Q8EXP7,A
7S14,Q4QJZ7,A
1Z0X,Q837P6,A
2MOU,P59095,A
5DBU,D5AHU8,I
3WYZ,Q5JH47,A
4M0C,Q81UB2,A
1A3R,Q52L64,L
2CVF,P95547,A
1A2Z,O07883,A
1KN2,Q58EU8,L
2HT2,Q4VBH1,C
1A21,P24055,B
1C72,P20136,D
3JV9,Q9K1H8,A
8CEG,A1XBS5,A
2CGR,A2P1G9,L
4LN0,Q62296,B
3BKC,A2NHM3,L
4K5U,K0IE77,A
3MTE,A8C927,A
6C14,Q4KL25,B
7TTZ,Q6MZV6,A
3L6N,A4GRB2,A
8VC7,Q7KYR7,C
4DHE,Q2SU58,B
4NJ9,Q9D8L4,H
2NRW,Q9WYA3,A
4B3N,Q0PF16,A
1DVP,Q960X8,A
5UVD,C1GM11,A
2WA0,P43358,A
5F5U,G0S1D3,A
4JKO,Q09LX1,A
4K0V,Q15389,B
2HKP,Q02724,A
4Q5Q,P46419,B
6C5H,A0A0F7R5U8,L
7SWS,Q66PV0,B
1U63,P54050,A
2YVS,Q5SM78,A
6ZZY,A0A2P6TZ50,8
6R78,G8B4G1,A
8TH2,A0A9D4XSX2,E
1G78,P0AFI7,A
7SWR,A8CLV6,A
8G6F,Q8I261,J
5XV6,Q9BSB4,B
5Z48,Q9RX25,A
5KBX,Q07084,B
6WMG,Q9UH99,A
1OA3,Q8NJY6,A
3R3H,Q5ZT85,B
5GZZ,P08515,F
3OU2,D7PC21,A
3J3R,P37958,4
1PU6,O25323,A
1YJ6,P09488,C
1AUR,Q53547,B
2C4J,P28161,A
9F9P,A0A2V2VV98,N
2LVV,Q26680,A
1OLQ,O00095,A
2I3E,Q90306,A
8PMQ,P28263,E
8TPY,P00492,D
3EO8,Q182R2,A
2G9H,Q52T95,D
3J6O,P78310,S
5EY6,B9GQ64,A
8K9H,Q8RHY4,G
5VXR,A0A125T908,L
3FLP,Q8WQK3,A
8CCV,P38489,B
1JFX,P25310,A
2OP4,Q5BJZ2,H
4B5Q,H1AE14,B
1FHE,P31670,A
8DGO,P62993,B
1CPB,P00732,B
2H0U,Q7BGI8,A
4DOL,Q9C8L2,A
3LRJ,P66032,D
4YVM,Q75XL3,B
5AN9,Q54J69,F
2TRT,P0ACT4,A
1FVA,P54149,B
7TYE,P0A7J0,A
5GST,P04905,B
1DX0,P10279,A
2XNA,P0A0M0,C
3DCF,Q47L40,B
1B4P,P08010,A
5X6J,P84139,A
2FMY,Q3AB29,D
1B1Z,P0DJY7,B
2WAC,Q9W0S7,B
6XP8,Q8TUA9,A
5YU6,P62825,D
1G0T,P0AEG6,B
1GEC,P05994,E
8HH0,Q5JF30,B
6NTT,P01070,B
4Z85,A4UVY1,A
5LTQ,B1PNC0,H
5LQ7,P0A2N2,A
1A3R,Q505N9,H
3I4I,Q58WW0,A
1AW9,Q9ZP62,A
8E8P,O43708,B
2EHO,Q9BRX5,D
7JRJ,Q27YU4,E
8G46,Q9NXF7,B
3SD7,Q181K6,A
6F2X,P9WPI9,A
8K0I,P23284,C
4PR7,Q934G3,A
2Z99,O33209,A
4PI3,P25779,A
1FUA,P0AB87,A
1OB1,A0A5E3,A
2FHE,P56598,A
6GIQ,P08067,E
1RNL,P0AF28,A
7ZAH,Q9V109,H
1OHT,Q8INK6,A
3S5R,Q2LS68,A
1RE0,P47102,B
1CD9,P40223,B
5NIF,P38624,H
5I45,Q5NFJ9,A
5VYV,P29217,B
4FQQ,Q8N355,A
4KSM,P0AC59,A
4KB0,P30014,A
5H22,P07901,A
5B7C,A0A1C7D1H4,A
3DJB,Q6HJG6,A
5WWL,Q9Y738,M
8CR6,P43431,B
3RNZ,P46107,A
3L39,Q89YU3,A
3NDH,Q9HJY3,A
1YDH,Q84MC2,B
2OV9,Q0S4E1,A
2YXE,Q57636,A
2NVT,P20434,E
3EZX,O30641,A
9F5U,P71119,A
2QOP,P0ACS9,A
6LY5,A0A6J4B492,F
1XGY,Q6PF95,H
6EP3,Q8Y982,A
4MD7,P67870,B
1TTE,P21734,A
2Q4O,Q8L8B8,A
3IEB,Q9KMS8,A
3RN4,P00447,A
6BGT,Q7Z3Y4,A
6W2L,Q96E22,B
1H0H,Q8GC87,L
6NQ8,O31539,D
6P4C,A0A0E4B213,L
1GBG,P27051,A
1M6D,Q9UBX1,B
1ZAN,Q4KM66,L
1CIC,I6L958,C
2B2X,P18614,B
4EA7,O85353,A
7ZHC,A0A2K1KKM6,B
1T9M,O69755,B
3BBY,P77544,A
2DG6,O86531,A
5YDP,G3EIL4,C
1G3U,P9WKE1,A
4I0K,Q8VE98,A
3EF3,P00590,A
1E4Y,P69441,B
6IR9,C4R3P8,E
1FD9,Q5ZXE0,A
3CPH,P07560,A
1YY7,A0A2U2GZL1,B
5YKJ,P34227,A
1EUN,P0A955,C
7DZ7,A8ITV3,9
1BYE,P12653,B
2PXX,P0DPD7,A
4E4B,Q8GNY5,A
5ELG,Q9FWR4,A
7FGQ,A0A1P6BP23,A
3VU9,P40465,B
3T38,Q8NQC6,B
4OHJ,P06886,B
3E8X,Q9KCP9,A
4NQQ,P10287,D
3OPD,P12861,C
7UBA,A7TRP1,A
4TMK,P0A720,A
1RF8,P07260,A
